Unnamed: 0,Z,Age,Unnamed: 3,Unnamed: 4,Mass,LogL,LogT,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1.0,0.0004,63100000.0,7.8,4.79,4.7869,2.9278,4.309,4.3723,-2.55,-1.439,-0.679,-0.475,-0.385,-0.262,0.015,0.096,0.166,-0.08938
1.0,0.0004,63100000.0,7.8,0.6,0.6,-0.8455,3.7036,4.822,6.884,8.063,7.93,7.15,6.68,6.218,5.641,5.179,5.096,-1.47626
1.0,0.0004,63100000.0,7.8,0.8,0.8,-0.2678,3.7813,4.68,5.439,5.848,6.07,5.58,5.247,4.907,4.535,4.23,4.19,-1.00114
1.0,0.0004,63100000.0,7.8,0.9,0.9,-0.0216,3.8123,4.609,4.824,5.092,5.34,4.94,4.655,4.364,4.07,3.819,3.789,-0.85396
1.0,0.0004,63100000.0,7.8,1.0,1.0,0.1959,3.842,4.556,4.28,4.484,4.71,4.37,4.148,3.904,3.675,3.479,3.459,-0.74074
1.0,0.0004,63100000.0,7.8,1.1,1.1,0.3879,3.8738,4.5328,3.8,3.96,4.14,3.87,3.7,3.517,3.355,3.212,3.202,-0.65131
1.0,0.0004,63100000.0,7.8,1.2,1.2,0.5607,3.9114,4.548,3.368,3.57,3.61,3.44,3.348,3.249,3.148,3.08,3.07,-0.57912
1.0,0.0004,63100000.0,7.8,1.3,1.3,0.7151,3.946,4.5669,2.982,3.212,3.2,3.1,3.066,3.022,2.978,2.952,2.95,-0.51981
1.0,0.0004,63100000.0,7.8,1.4,1.4,0.8535,3.9769,4.5841,2.636,2.871,2.88,2.84,2.842,2.831,2.83,2.829,2.83,-0.47032
1.0,0.0004,63100000.0,7.8,0.7,0.7,-0.544,3.7445,4.7512,6.13,6.814,6.93,6.3,5.911,5.518,5.059,4.688,4.621,-1.1989
1.0,0.0004,63100000.0,7.8,5.0,4.9968,3.0107,4.314,4.3281,-2.757,-1.629,-0.86,-0.654,-0.564,-0.437,-0.157,-0.075,-0.005,-0.08434
1.0,0.0004,63100000.0,7.8,0.2,0.2,-2.0078,3.6158,5.1561,9.789,12.542,11.8,10.6,9.802,9.103,8.245,7.627,7.448,-6.50543
1.0,0.0004,63100000.0,7.8,6.14,6.1325,3.6377,4.1731,3.2265,-4.324,-3.776,-3.21,-3.06,-3.002,-2.928,-2.736,-2.687,-2.637,-0.06391
1.0,0.0004,63100000.0,7.8,6.14,6.1274,3.5776,4.2808,3.7168,-4.174,-3.216,-2.48,-2.28,-2.198,-2.084,-1.823,-1.747,-1.677,-0.06398
1.0,0.0004,63100000.0,7.8,6.14,6.1293,3.6095,4.2445,3.5398,-4.254,-3.433,-2.75,-2.57,-2.491,-2.391,-2.149,-2.083,-2.023,-0.06395
1.0,0.0004,63100000.0,7.8,6.14,6.1301,3.6186,4.2284,3.4666,-4.277,-3.525,-2.87,-2.69,-2.616,-2.518,-2.289,-2.228,-2.169,-0.06394
1.0,0.0004,63100000.0,7.8,6.14,6.131,3.626,4.2096,3.384,-4.295,-3.617,-2.99,-2.82,-2.752,-2.662,-2.446,-2.386,-2.334,-0.06393
1.0,0.0004,63100000.0,7.8,6.14,6.1319,3.6335,4.1888,3.2934,-4.314,-3.711,-3.11,-2.96,-2.897,-2.817,-2.613,-2.559,-2.509,-0.06392
1.0,0.0004,63100000.0,7.8,5.04,5.0408,3.0278,4.3149,4.3185,-2.8,-1.669,-0.898,-0.691,-0.601,-0.474,-0.194,-0.111,-0.041,-0.08335
1.0,0.0004,63100000.0,7.8,6.14,6.1331,3.6418,4.1559,3.1536,-4.335,-3.851,-3.31,-3.17,-3.116,-3.048,-2.871,-2.828,-2.78,-0.0639
1.0,0.0004,63100000.0,7.8,6.14,6.1337,3.6447,4.1389,3.0826,-4.342,-3.917,-3.41,-3.27,-3.224,-3.165,-2.999,-2.961,-2.915,-0.06389
1.0,0.0004,63100000.0,7.8,6.14,6.1341,3.6468,4.1218,3.0123,-4.347,-3.974,-3.5,-3.37,-3.331,-3.278,-3.123,-3.09,-3.048,-0.06388
